Priority,UPC,Item Name,Brand,Vendors,Vendor List,Min Price,Avg Price
674,3616305169273,"GUCCI FLORA GORGEOUS ORCHID (W) 100ML EDP",N/A,4,"BS; Classic; Luxury; Fragrance Depot",73.5,85.13
675,3614273953696,"ACQUA DI GIO PROFONDO PARFUM 3.4OZ MEN",N/A,4,"Aairie; Nandansons; Classic; Luxury",77,86.00
676,8435415012027,"JPG ULTRA MALE INTENSE 4.2 M (ONLY WITH PURCHASE OF RM)",N/A,4,"Nandansons; Haz; Classic; Fragrance Depot",78,81.20
677,8435415012690,"Jean Paul Gaultier Le Male EDT for Men | 6.7 oz / 200 ml - SPR",Jean Paul Gaultier,4,"Aairie; BS; Haz; Classic",80.5,82.75
678,3348900011687,"Christian Dior Poison EDT for Women | 3.4 oz / 100 ml",Christian Dior,4,"Aairie; Acme; BS; Fragrance Depot",80.5,82.00
679,3614274025637,"Yves Saint Laurent Y L'Elixir 2.0 Parfum Concentre Sp Men",N/A,4,"Nandansons; BS; Haz; Classic",81.5,84.00
680,8411061995754,"Carolina Herrera Very Good Girl Eau De Parfum for Women | 2.7 oz / 80 ml - Spray",Carolina Herrera,4,"Aairie; Nandansons; United; Luxury",86.5,96.50
681,8435415076944,"JPG LE MALE ELIXIR 4.2 EDP M (ONLY WITH PURCHASE OF RM)",N/A,4,"Aairie; Nandansons; United; Classic",87.5,89.05
682,3349668617067,"PACO R 1 MILLION ROYAL PARFUM 6.8oz",N/A,4,"Aairie; Nandansons; Haz; Classic",89.5,93.50
683,8435415032360,"JEAN PAUL GAULTIER LE PARFUM 6.7 EDP M",Bodycology,4,"Aairie; Acme; Nandansons; Classic",96.5,99.83
684,3614273953832,"Armani Acqua Di Gio Profondo Edp Spray 200 ml",N/A,4,"Nandansons; BS; Haz; Classic",96.5,99.00
685,3614272761445,"Valentino Donna Born In Roma Eau De Parfum for Women | 3.4 oz / 100 ml - Spray",Valentino,4,"Aairie; Nandansons; Fragrance Depot; Haz",100,107.50
686,888874007628,"BN9 Broadway Off Usx  EDP (100ml)",MARC JACOBS,4,"Fragrance Depot; French; Haz; Classic",125,165.10
687,3508441104600,"Creed Love In Black Millesime for Women | 2.5 oz / 75 ml - SPR",Creed,4,"Aairie; Nandansons; Fragrance Depot; Classic",144.5,159.90
688,888874006157,"BOND #9 LAFAYETTE STREET 3.3 EDP SPR (U)",AQUOLINA,4,"Classic; Nandansons; Fragrance Depot; Haz",189,202.67
689,888874002760,"BOND #9 SCENT OF PEACE 3.4 EDP SPR (M)",LALIQUE,4,"Classic; Nandansons; Fragrance Depot; Haz",194,202.67
690,3508441001114,"Creed Aventus EDP for Men | 3.4 oz / 100 ml - SPR",Creed,4,"Aairie; Acme; Nandansons; Fragrance Depot",228,240.17
691,90174327003,"LIZ CLAIBORNE SPARK (M) COL MINI 0.18 CLSH",LALIQUE,3,"BS; Network; French",1,1.20
692,8033866164359,"Aquolina Pink Sugar Shower Gel for Women | 8.45 oz / 250 ml",Aquolina,3,"Cosmo; French; TJS",1.5,1.87
693,883991072016,"Pierre Cardin Body Spray for Men | 6 oz / 170 g",Pierre Cardin,3,"Network; French; TJS",1.5,2.38
694,5425017732150,"Champs Cuba Black EDT for Men | 1.17 oz / 35 ml",Champs,3,"Network; Heritage; General",2.4,2.84
695,719346630856,"Britney Spears Island Fantasy Body Mist 236ml",MARVIS,3,"Cosmo; ET; MTZ",3,3.72
696,49398961036,"Khloe and Lamar Unbreakable Love Eau De Toilette Unisex | 3.4 oz / 100 ml - Spray",Khloe And Lamar,3,"BS; Cosmo; Network",3.3,5.66
697,719346213806,"Giorgio Beverly Hills Red Fragrance Mist 236ml",N/A,3,"BS; Cosmo; MTZ",3.5,4.47
698,3607340086908,"NAUTICA BLUE M 1.7 EDT SPRAY TESTER *CAP*",LANCOME,3,"Cosmo; Network; Haz",3.65,4.10
699,8011003845187,"MOSCHINO TOY BOY - Moschino - EAU DE PARFUM MINIATURE  5 ml",Oribe,3,"Cosmo; CBS; MTZ",3.75,3.97
700,7640111492115,"Parfums Gres Cabotine De Gres EDT for Women | 3.4 oz / 100 ml - SPR - Tester",Parfums Gres,3,"Cosmo; Network; MTZ",4,4.99
701,715387003000,"United Colors of Benetton Hot EDT Unisex | 3.3 oz / 100 ml - SPR",United Colors of Benetton,3,"Network; CBS; MTZ",4,4.94
702,3616303321932,"Adidas Ice Dive Eau de Toilette 100ml",N/A,3,"Haz; ET; MTZ",4.1,4.28
703,3616303322052,"Adidas Victory League Eau de Toilette 100ml",ATELIER,3,"Cosmo; Luxury; MTZ",4.25,5.48
704,3607345397542,"adidas Adidas Pure Game EDT for Men | 3.4 oz / 100 ml - SPR",Adidas,3,"Network; General; MTZ",4.25,4.44
705,3386460032759,"MONT BLANC LEGEND - EAU DE TOILETTE MINIATURE4.5 ml Men",N/A,3,"Cosmo; CBS; MTZ",4.5,4.85
706,5425017732396,"Champs Cuba Blue EDT for Men | 3.3 oz / 100 ml",Champs,3,"Network; Heritage; General",4.6,5.30
707,35017009944,"Coty Jovan Musk Cologne for Women | 2 oz / 60 ml - SPR",Coty,3,"BS; Cosmo; Network",4.65,5.13
708,811185020864,"PITBULL CUBA (W) EDP SP 3.4oz",MIN NEW YORK,3,"BS; Network; French",5,7.17
709,7611160211767,"SWISS ARMY Victorinox Wood EDT (100ml)",MILLEFIORI MILANO,3,"Cosmo; MTZ; Perfume Center",5,5.58
710,7630042401324,"Swiss Army Forget Me Not EDT 3.4 oz Spray L",N/A,3,"Cosmo; MTZ; Perfume Center",5,5.54
711,8411114086279,"DISNEY FROZEN II ( Kids ) EDT SP 3.4 OZ - 8627",N/A,3,"BS; General; MTZ",5.45,5.74
712,663350092356,"MARVEL BLACK PANTHER Kids EDT SP 3.4 OZ - 3758",N/A,3,"BS; General; MTZ",5.5,5.80
713,8411114086231,"KIDS IRON MAN  AIR VAL MARVEL EDT 3.4oz",N/A,3,"Cosmo; General; MTZ",5.5,5.81
714,663350092783,"AIR VAL DISNEY ENCANTO 3.4 OZ EDT",N/A,3,"General; ET; MTZ",5.5,5.88
715,810876037662,"Marvel Captain Marvel Red Eau De Parfum 100ml",N/A,3,"Cosmo; Heritage; General",5.55,6.02
716,719346021654,"GREY FLANNEL - EDT 1.0 OZ M",N/A,3,"Cosmo; ET; Perfume Center",5.85,6.13
717,3614223708741,"COOL WATER 5.0 BODY SPRAY M  (119112)",N/A,3,"Cosmo; Haz; MTZ",6,6.08
718,716393810156,"Ps Aftershave 4.0 Oz / 120 Ml for Men by Paul Sebastian",Paul Sebastian,3,"Cosmo; BS; Perfume Center",6.1,6.83
719,85805199531,"SUNFLOWERS SUNLIGHT KISS/ELIZABETH ARDEN EDT SPRAY 3.3 OZ (100 ML) (W)",N/A,3,"BS; Cosmo; Perfume Center",6.25,6.65
720,719346022040,"HALSTON Z 14 EDT SP 4.2oz TESTER",N/A,3,"Cosmo; BS; Perfume Center",6.25,7.48
721,812256024194,"ARIANA GRANDE CLOUD BODY MIST 236ML",N/A,3,"Network; General; MTZ",6.25,7.69
722,614514177013,"RASASI DAAREJ W 3.4 OZ EDP SP.",N/A,3,"French; MTZ; Perfume Center",6.25,6.67
723,812256022381,"ARIANA GRANDE SWEET LIKE CANDY BODY MIST 236ML ",N/A,3,"General; ET; MTZ",6.25,7.08
724,812256025269,"ARIANA GRANDE THANK U NEXT BODY MIST 236ML",MCM,3,"General; ET; MTZ",6.25,7.08
725,719346266055,"Elizabeth Taylor Diamonds & Emeralds EDT for Women | 1.7 oz / 50 ml",Elizabeth Taylor,3,"BS; Cosmo; Perfume Center",6.4,6.64
726,48295033044,"ASPEN (M) COL SP 4.0oz",N/A,3,"Network; BS; General",6.5,6.88
727,3414206000714,"Joop Homme Deo for Men | 2.5 oz / 75 ml",Joop!,3,"Heritage; MTZ; Perfume Center",6.5,7.13
728,8011003064601,"MOSCHINO UOMO M 4.2 EDT SPRAY TESTER ",YON-KA,3,"Network; Classic; Perfume Center",6.6,12.40
729,3600550949292,"Gloria Vanderbilt Jardin � New York Eau De Parfum Fraiche 100ml",N/A,3,"BS; Heritage; Perfume Center",6.75,7.58
730,4011700748945,"4711 Eau De Cologne 100ml",N/A,3,"Cosmo; BS; MTZ",6.9,6.95
731,67724079101,"SUNG (M) EDT SP 3.4oz TESTER",Dolce & Gabbana,3,"Cosmo; BS; Perfume Center",6.9,7.37
732,88300178445,"Calvin Klein Euphoria Deo for Men | 2.6 oz / 78 g",Calvin Klein,3,"Cosmo; French; Luxury",7,8.68
733,837015001353,"Fred Hayman Hollywood Star EDP for Women | 3.4 oz / 100 ml",Fred Hayman,3,"Cosmo; BS; MTZ",7,7.61
734,6291107454429,"LATTAFA ANA ABIYEDH LEATHER 2.0 EDP SP UNISEX  ",N/A,3,"French; PWW; MTZ",7,9.00
735,85805574031,"WHITE TEA MANDARIN BLOSSOM EDT SP 1.7oz",N/A,3,"Cosmo; PWW; Perfume Center",7.05,9.10
736,3610400000714,"GIORGIO VALENTI [W] ROSE NOIRE ABSOLU 3.3 Oz EDP SPR",Lancome,3,"BS; MTZ; Perfume Center",7.15,7.26
737,614514178010,"RASASI DAAREJ M 3.4 OZ EDP SP.",N/A,3,"French; MTZ; Perfume Center",7.25,7.44
738,6290360590806,"MAISON ALHAMBRA MONTAIGNE VANILLE (U) EDP 100 ml AE",N/A,3,"French; PWW; MTZ",7.25,8.38
739,6291107459356,"AL HAMBRA PHILOS ROSSO 100ML EDP SPRAY",N/A,3,"French; MTZ; Perfume Center",7.25,8.23
740,6291108735497,"AL HAMBRA EXCLUSIF ROSE 100ML EDP SPRAY",N/A,3,"PWW; MTZ; Perfume Center",7.25,9.66
741,31655052755,"Coty Wild Musk Cologne for Women | 1.5 oz / 44 ml",Coty,3,"Cosmo; BS; General",7.3,8.10
742,98691005206,"Liz Claiborne Curve EDT for Women | 3.4 oz / 100 ml - Tester",Liz Claiborne,3,"Cosmo; BS; Perfume Center",7.4,8.65
743,716393041963,"Evyan White Shoulders Dusting Powder for Women | 2.6 oz / 75 g",Evyan,3,"Cosmo; BS; Perfume Center",7.5,7.85
744,6290360590608,"Glacier Ultra by  MAISON ALHAMBRA 3.4 oz EDP for  MEN",N/A,3,"PWW; French; MTZ",7.75,10.25
745,6290360591568,"LATTAFA AJAYEB DUBAI PORTRAIT 3.4 EDP U  (126262)",N/A,3,"PWW; French; MTZ",7.75,10.06
746,6291108733905,"MAISON ALHAMBRA OLIVIA 2.7 EDP L  (125224)2",N/A,3,"PWW; French; MTZ",7.95,11.49
747,7640111493693,"Jaguar Classic Red Eau de Toilette 100ml",N/A,3,"Cosmo; PWW; BS",8,9.37
748,6290360591551,"Lattafa Ajayeb Dubai Eau de Parfum 100ml",Victoria's Secret,3,"PWW; French; MTZ",8,10.13
749,6291107450452,"Lattafa Blue Oud Eau de Parfum 100ml",N/A,3,"French; MTZ; Classic",8,10.50
750,6291107454412,"LATTAFA ANA ABIYEDH (U) EDP 60 ml",N/A,3,"French; PWW; MTZ",8,9.40
751,6290360590820,"AL HAMBRA DARK DOOR SPORT 100ML EDP SPRAY",Victoria's Secret,3,"French; PWW; MTZ",8,9.95
752,716393041772,"Elizabeth Taylor White Diamonds Body Powder for Women | 2.6 oz / 75 g",Elizabeth Taylor,3,"BS; General; Perfume Center",8,8.67
753,6291106066715,"Lattafa Ramz Lattafa Gold Eau de Parfum 100ml",N/A,3,"French; MTZ; Perfume Center",8.25,9.39
754,3616303461980,"David Beckham Classic Blue Eau de Toilette 100ml",N/A,3,"PWW; MTZ; Luxury",8.25,10.29
755,6291106068184,"LATTAFA "OUD MOOD REMINISCENCE" EDP SPR 3.4 U (Clean)",N/A,3,"French; PWW; MTZ",8.45,9.98
756,85805555313,"Elizabeth Arden Blue Grass EDP for Women | 3.3 oz / 100 ml",Elizabeth Arden,3,"Cosmo; BS; General",8.5,9.47
757,3562700373145,"Jaguar Classic Black EDT for Men | 3.4 oz / 100 ml",Jaguar,3,"Network; BS; MTZ",8.5,8.80
758,614514249048,"RASASI SHUHRAH M 3.0 EDP SP.",N/A,3,"PWW; MTZ; Perfume Center",8.5,9.28
759,614514165010,"RASASI EGRA W 3.4 OZ EDP SP.",N/A,3,"French; PWW; Perfume Center",8.5,9.36
760,719346117715,"Britney Spears Believe EDP for Women | 1.7 oz / 50 ml",Britney Spears,3,"PWW; BS; Perfume Center",8.5,10.00
761,85805757748,"Elizabeth Arden Sunflowers EDT for Women | 3.4 oz / 100 ml",Elizabeth Arden,3,"BS; ET; Perfume Center",8.5,9.17
762,98691005039,"Liz Claiborne Curve EDT for Women | 1.7 oz / 50 ml",Liz Claiborne,3,"Cosmo; PWW; Perfume Center",8.65,9.84
763,844061006317,"EVA LONGORIA EVAMOUR BY EVA LONGORIA W 3.4",N/A,3,"Cosmo; BS; Perfume Center",8.75,9.68
764,35017009104,"Coty Jovan Musk Aftershave for Men | 8 oz / 240 ml",Coty,3,"Cosmo; BS; Perfume Center",8.75,10.10
765,614514249031,"RASASI SHUHRAH W 3.0 EDP SP.",N/A,3,"French; PWW; Perfume Center",8.75,9.58
766,614514261057,"RASASI MARHA M 3.4 EDP SP.",N/A,3,"French; PWW; Perfume Center",8.75,9.88
767,6291108735886,"AL HAMBRA AQUILO POUR HOMME 100ML EDP SPRAY",N/A,3,"French; PWW; MTZ",8.95,9.72
768,6291107459141,"MAISON ALHAMBRA "BAROQUE ROUGE 540" 3.3 OZ EDP SPR [U]",N/A,3,"French; PWW; MTZ",8.95,9.58
769,719346588911,"Elizabeth Taylor White Diamonds Body Lotion for Women | 6.8 oz / 200 g",Elizabeth Taylor,3,"Cosmo; PWW; Perfume Center",9,10.14
770,7611160127686,"SWISS ARMY M 3.4 EDT SPRAY TESTER",MILLEFIORI MILANO,3,"Cosmo; French; MTZ",9,9.57
771,3562700361005,"Jaguar EDT for Men | 3.4 oz / 100 ml",Jaguar,3,"Network; PWW; Perfume Center",9,9.50
772,614514840665,"RASASI OUD AL-MUBAKHAR 3.4 EDP SP.",N/A,3,"French; PWW; Perfume Center",9,9.65
773,6291107459707,"LATTAFA CONFIDENTIAL PRIVATE GOLD 3.4 EDP SPR (M)",N/A,3,"French; PWW; MTZ",9,10.40
774,6294015150766,"FLAVIA VIA BELLE 3.4 EDP L  (127164)",N/A,3,"PWW; MTZ; Perfume Center",9,10.46
775,85715261113,"HOLLISTER WAVE 2 3.4 EDP L  (110885)",N/A,3,"PWW; MTZ; Perfume Center",9,10.63
776,6291108735749,"MAISON ALHAMBRA [W] ROSE PETALS 2.7 Oz EAU DE PARFUM SPR [PINK]",N/A,3,"PWW; French; MTZ",9,11.30
777,5425039223254,"ASSALA PRIME AMEER(M)EDP SP 3.3oz(By PC design perfumes)                                             ",N/A,3,"PWW; MTZ; Perfume Center",9,9.62
778,3610400038311,"CIGAR SUPREME NOIR 3.4 EDP  (128717)",N/A,3,"PWW; BS; MTZ",9,9.52
779,837015000554,"Fred Hayman Hollywood EDT for Men | 3.4 oz / 100 ml",Fred Hayman,3,"PWW; BS; Perfume Center",9,9.83
780,8411061081006,"A. Banderas Her Golden Secret Edt Spray 80 ml",N/A,3,"Haz; ET; MTZ",9,9.06
781,719346065474,"Britney Spears Fantasy EDP for Women | 3.3 oz / 100 ml - Unboxed",Britney Spears,3,"Network; Classic; Perfume Center",9.25,11.25
782,614514228012,"RASASI ENTEBAA W 3.4 OZ EDP SP.",N/A,3,"French; PWW; Perfume Center",9.25,9.87
783,6291108734056,"Lattafa Hayaati Al Maleky Eau de Parfum 100ml",N/A,3,"French; PWW; MTZ",9.25,11.56
784,5425017732334,"Cuba Gold by Cuba for Men - 4 Pc Gift Set 3.3oz EDT Spray, 1.17oz EDT Spray, 6.6oz Deodorant Spray, 3.3oz After Shave, Buckett",N/A,3,"PWW; Classic; Perfume Center",9.25,12.12
785,7640111494133,"Parfums Gres Cabotine De Gres EDP for Women | 3.4 oz / 100 ml",Parfums Gres,3,"Cosmo; Heritage; Perfume Center",9.3,10.10
786,6291108730317,"MAISON ALHAMBRA VICTORIOSO 3.4 EDP M  (124356)",N/A,3,"French; PWW; MTZ",9.45,10.11
787,6291107459332,"LATTAFA PHILOS OPUS NOIR 3.4 EDP SPR (M)",N/A,3,"French; PWW; MTZ",9.5,10.00
788,614514261026,"RASASI SORYANI W 3.0 EDP SP.",N/A,3,"French; PWW; Perfume Center",9.5,10.96
789,614514164013,"RASASI EGRA(M)EDP SP 3.38oz(LI FREE)(REF164001)                                                      ",CLIVE CHRISTIAN,3,"French; PWW; Perfume Center",9.5,11.10
790,614514261019,"RASASI SORYANI M 3.0 EDP SP.",N/A,3,"French; PWW; Perfume Center",9.5,10.38
791,6291107456348,"Asdaaf Ameerat Al Arab Eau de Parfum 100ml",N/A,3,"French; PWW; MTZ",9.5,11.00
792,837015004859,"Fred Hayman Touch EDT for Men | 3.4 oz / 100 ml",Fred Hayman,3,"PWW; Classic; Perfume Center",9.5,11.56
793,3610400035129,"Miss Lomani Diamonds by Lomani for Women - 3.3 oz EDP Spray",GA,3,"PWW; BS; Perfume Center",9.5,10.23
794,8054609783088,"PINK SUGAR LOLLIPINK W EDT/S 3.4",N/A,3,"PWW; Haz; Perfume Center",9.5,10.22
795,85805574062,"ELIZABETH ARDEN WHITE TEA MANDARIN BLOSSOM (W) 400ML BODY CREAM",N/A,3,"Cosmo; PWW; Perfume Center",9.55,10.68
796,3351500015238,"AZZARO CHROME LEGEND EDT SP 2.5oz",N/A,3,"BS; Haz; Perfume Center",9.65,12.30
797,8411061082935,"ANTONIO BANDERAS KING OF SEDUCTION MEN  3.4 OZ EDT SP",N/A,3,"Cosmo; Haz; ET",9.75,10.27
798,719346021814,"Geoffrey Beene Grey Flannel EDT for Men | 4 oz / 120 ml",Geoffrey Beene,3,"PWW; Classic; Perfume Center",9.75,11.74
799,7640496670283,"Tommy Hilfiger Tommy Now Girl Eau De Toilette 30ml",N/A,3,"PWW; MTZ; Perfume Center",9.75,10.73
800,67724070108,"Alfred Sung Sung EDT for Men | 3.4 oz / 100 ml",N/A,3,"PWW; Classic; Perfume Center",9.75,12.02
801,719346450409,"Elizabeth Taylor Diamonds & Sapphires EDT for Women | 3.3 oz / 100 ml",Elizabeth Taylor,3,"PWW; CBS; Luxury",9.95,11.82
802,6291106065060,"LATTAFA "KHALTAAT AL ARABIA ROYAL DELIGHT" EDP SPR 3.4 U (Clean)",N/A,3,"French; PWW; MTZ",10,10.81
803,8033433735258,"ROBERTO CAPUCCI HER 3.4 EDP SP.",N/A,3,"French; PWW; Perfume Center",10,11.09
804,6290360590592,"ALHAMBRA GLACIER LE NOIR 3.4 EAU DE PARFUM SPRAY FOR MEN",N/A,3,"PWW; French; MTZ",10,12.63
805,8411061701034,"Antonio Banderas The Secret EDT for Men | 3.4 oz / 100 ml - SPR",Antonio Banderas,3,"PWW; CBS; MTZ",10,11.63
806,98691021701,"Liz Claiborne Bora Bora Cologne for Men | 3.4 oz / 100 ml",N/A,3,"PWW; Classic; Perfume Center",10,12.19
807,6291108735787,"MAISON ALHAMBRA BRIGHT PEACH 2.7 EDP L (125717)",N/A,3,"PWW; French; MTZ",10.25,11.78
808,3610400037673,"LOMANI [M] AB SPIRIT MILLIONAIRE 2 PCS SET 3.3 Oz EAU DE PARFUM SPR+3.3 Oz SH/GEL [WINDOW BOX]",Biotherm,3,"PWW; BS; Perfume Center",10.25,11.44
809,6294015166224,"ARMAF HUNTER JUNGLE  - EAU DE PARFUM SPRAY 3.3 oz",N/A,3,"BS; French; MTZ",10.25,13.58
810,3495080306031,"Alyssa Ashley White Musk EDT for Women | 3.4 oz / 100 ml",Alyssa Ashley,3,"Cosmo; Luxury; Perfume Center",10.5,12.33
811,719346140201,"Elizabeth Taylor Sparkling White Diamonds EDT for Women | 3.3 oz / 100 ml",Elizabeth Taylor,3,"Cosmo; PWW; Perfume Center",10.5,11.89
812,719346158046,"Elizabeth Taylor Violet Eyes EDP for Women | 3.3 oz / 100 ml - SPR",Elizabeth Taylor,3,"Cosmo; PWW; Perfume Center",10.5,12.29
813,719346020558,"Halston Z-14 Cologne for Men | 4.2 oz / 125 ml",Halston,3,"Network; BS; Classic",10.5,12.38
814,4011700431502,"Maurer & Wirtz Tabac Original Aftershave for Men | 10.1 oz / 300 ml",Maurer & Wirtz,3,"French; PWW; MTZ",10.5,11.68
815,3610400036621,"LOMANI AB SPIRIT MILLIONAIRE DARK FUSION EDP SP 3.4oz",N/A,3,"PWW; BS; Perfume Center",10.5,11.74
816,8054609780551,"PINK SUGAR BERRY W EDT/S 3.4",N/A,3,"PWW; BS; Perfume Center",10.5,11.75
817,6290360590646,"AL HAMBRA GLACIER BELLA 100ML EDP SPRAY",N/A,3,"PWW; French; MTZ",10.5,12.25
818,603531001821,"XOXO W EDP/S 3.4",N/A,3,"French; BS; Perfume Center",10.7,10.86
819,3614220735702,"Calvin Klein Euphoria Body Lotion for Women | 6.7 oz / 200 ml",Calvin Klein,3,"Cosmo; French; Classic",10.75,11.82
820,6290360593685,"Rave Now Women Eau de Parfum 100ml",Victoria's Secret,3,"French; PWW; MTZ",10.75,12.21
821,6291108733219,"LATTAFA OUDAIN 3.4 EDP U",N/A,3,"Cosmo; French; PWW",11,11.86
822,4011700425501,"Maurer & Wirtz Tabac Original EDC for Men | 10.1 oz / 300 ml - SPL",Maurer & Wirtz,3,"Cosmo; PWW; MTZ",11,12.51
823,719346065399,"Britney Spears Fantasy EDP for Women | 1.7 oz / 50 ml",Britney Spears,3,"Network; Classic; Perfume Center",11,12.56
824,98691121258,"Liz Claiborne EDT for Women | 3.4 oz / 100 ml",N/A,3,"PWW; Classic; Perfume Center",11,13.09
825,856515004053,"Hummer Fragrance Hummer Black EDT for Men | 4.2 oz / 125 ml",Hummer Fragrance,3,"PWW; CBS; Perfume Center",11,12.34
826,719346077514,"White Shoulders Eau De Cologne Spray for Women by Evyan - 4.5 oz / 133 ml",Evyan,3,"PWW; Classic; Perfume Center",11,13.13
827,22548181089,"Donna Karan Dkny Delicious Fresh Blossom EDP for Women | 1 oz / 30 ml",N/A,3,"PWW; Haz; Perfume Center",11,11.92
828,861940000075,"JESSICA M NO .3 3.4 EDP L",N/A,3,"PWW; BS; Perfume Center",11,12.50
829,614514331019,"RASASI HAWAS L 3.4 EDP SPRAY",PERRIS MONTE CARLO,3,"PWW; MTZ; Perfume Center",11,12.05
830,6291107975405,"KHADLAJ - INTOXICATE 3.4 EDP SP.",N/A,3,"PWW; MTZ; Perfume Center",11,12.05
831,6294015189599,"ARMAF ODYSSEY TYRANT 2.0 EDP M  (128640)",N/A,3,"PWW; MTZ; Perfume Center",11,12.31
832,614514253069,"RASASI [W] JUNOON SATIN WOMEN 1.67 Oz EAU DE PARFUM SPR [GOLD BOX]",N/A,3,"PWW; MTZ; Perfume Center",11,12.70
833,6085010093987,"Armaf Craze For Men Eau de Parfum 100ml",N/A,3,"BS; French; MTZ",11,14.17
834,608940584330,"ECKO RED/MARC ECKO EDT SPRAY 3.4 OZ (100 ML) (M)",N/A,3,"French; PWW; Perfume Center",11.25,12.05
835,614514152010,"RASASI KUN MUKHTALIFAN(M)EDP SP 3.38oz(LI FREE)                                                      ",N/A,3,"French; PWW; Perfume Center",11.25,12.49
836,603531659008,"Michael Jordan 23 Cologne for Men | 3.4 oz / 100 ml",Michael Jordan,3,"PWW; BS; Perfume Center",11.25,13.08
837,3355992000260,"Ted Lapidus Lapidus EDT for Men | 3.33 oz / 100 ml",Ted Lapidus,3,"BS; ET; MTZ",11.25,11.58
838,6290360591605,"AL HAMBRA SCEPTRE OCEANA 100ML EDP SPRAY",N/A,3,"French; MTZ; Perfume Center",11.45,11.97
839,855560005787,"Usher Femme  Eau De Parfum for Women | 3.4 oz / 100 ml - Spray",Usher,3,"Network; PWW; BS",11.47,14.74
840,719346617307,"Liz Claiborne Curve Sport Cologne for Men | 4.2 oz / 125 ml",Liz Claiborne,3,"Cosmo; PWW; Perfume Center",11.5,12.60
841,6291107456485,"Rave Now Eau de Parfum 100ml",N/A,3,"French; PWW; MTZ",11.5,12.63
842,860006008642,"JESSICA McCLINTOCK LOVE(W)EDP SP 3.4oz(LI FREE)                                                      ",N/A,3,"PWW; BS; Perfume Center",11.5,12.51
843,614514229019,"RASASI RUMZ AL RASASI 9325 - ZEB M 1.7 OZ EDP SP.",N/A,3,"PWW; United; Perfume Center",11.5,14.67
844,6294015161496,"ARMAF LE PARFAIT AZURE 3.4oz",N/A,3,"CBS; French; MTZ",11.5,14.67
845,719346296861,"HALSTON Z-14 3 PCS SET FOR MEN: 4.2 COLOGNE SPRAY + 3.4 AFTERSHAVE BALM + 3.4 HAIR & BODY WASH",HALSTON,3,"BS; Classic; Perfume Center",11.5,13.25
846,8411061982105,"Antonio Banderas Blue Seduction For Women Eau De Toilette 80ml",N/A,3,"Haz; Classic; Luxury",11.5,14.08
847,3360373000159,"Paloma Picasso EDP for Women | 1 oz / 30 ml - SPR",Paloma Picasso,3,"Cosmo; BS; Perfume Center",11.75,13.78
848,6295199800751,"ARMAF ODYSSEY LIMONI FRESH 2.0 EDP M  (130943) - Emirates",N/A,3,"PWW; MTZ; Perfume Center",11.75,12.46
849,614514132012,"RASASI FAQAT LIL RIJAL 1.7 EAU DE PARFUM SPRAY FOR MEN",N/A,3,"PWW; French; Perfume Center",11.9,12.91
850,6290360590349,"Rave Now White Eau de Parfum 100ml",N/A,3,"French; PWW; MTZ",11.95,12.65
851,6291107450193,"LATTAFA HAYAATI 3.4 EDP SPR (M)",N/A,3,"French; PWW; MTZ",11.95,12.74
852,719346296823,"GREY FLANNEL 3 PCS SET: 4 OZ EAU DE TOILETTE SPRAY + 3.4 AFTER SHAVE BALM + 3.4 HAIR & BODY WASH",GEOFFREY BEENE,3,"PWW; BS; Perfume Center",11.95,12.87
853,719346021777,"Geoffrey Beene Grey Flannel EDT for Men | 8 oz / 240 ml",Geoffrey Beene,3,"Network; Classic; Perfume Center",12,13.75
854,6294015102246,"ARMAF LA PARFAIT L 3.4 EDP SPRAY ",Youngblood,3,"Network; MTZ; Luxury",12,14.69
855,6290360590868,"Asdaaf Ameerat Al Arab Prive Rose Eau de Parfum 100ml",Victoria's Secret,3,"French; PWW; ET",12,12.60
856,6290360597294,"LATTAFA - VELVET MUSK 3.4 EDP SP.",N/A,3,"United; French; MTZ",12,14.83
857,88300605385,"CK ETERNITY (M) 1.0 OZ EDT SPRAY",N/A,3,"PWW; MTZ; Classic",12,15.17
858,719346263467,"Liz Claiborne Curve Pink Blossom Eau De Toilette for Women | 3.4 oz / 100 ml - Spray",Liz Claiborne,3,"PWW; BS; Perfume Center",12,13.87
859,20714080303,"Clinique Happy Cologne for Men | 1.7 oz / 50 ml",N/A,3,"PWW; BS; Perfume Center",12,13.64
860,94922190017,"Christian Audigier Hardy Hearts & Daggers EDP for Women | 3.4 oz / 100 ml",N/A,3,"PWW; BS; Perfume Center",12,13.17
861,6294015189575,"Armaf Odyssey Mandarine Sky Eau De Parfum 60 ml (man)",N/A,3,"PWW; BS; MTZ",12,13.76
862,94922912176,"Christian Audigier Ed Hardy Love & Luck Love Is A Gamble EDT for Men | 3.4 oz / 100 ml",N/A,3,"PWW; Classic; Perfume Center",12,14.61
863,608940585054,"STEVE MADDEN GOLDIE(W)EDP SP 3.4oz                                                                   ",N/A,3,"PWW; MTZ; Perfume Center",12,13.11
864,6291108736579,"Maison Alhambra Kismet Magic Eau de Parfum 100ml",N/A,3,"PWW; French; MTZ",12,13.83
865,6291107459196,"AL HAMBRA DELILAH POUR FEMME 100ML EDP SPRAY",N/A,3,"PWW; French; Classic",12,13.17
866,8011003064083,"Moschino Uomo Eau de Toilette 75ml",N/A,3,"CBS; ET; MTZ",12,12.42
